版本,Cluster,Cluster总样本数,Cluster男性样本数,Cluster女性样本数,指标,性别亚组,n,均值,中位数,参考下限,参考上限,参考中心,偏离方向,异常比例,p_raw,p_adj,显著性,显著,显著_bool,effect_score,出现Cluster数,版本总Cluster数,Cluster覆盖比例,是否共同异常,median_effect,directional_effect,clinical_severity,同指标最高严重度,同指标第二严重度,是否同指标最突出Cluster,差异化领先幅度,差异化分数,可用于差异化命名
M5_旧Mean_topk6,0,299,134,165,RAIR诱发最小容积(ml),ALL,299,17.64,10.0,0.0,30.0,30.0,低,0.054,5.289194359458222e-35,6.664384892917359e-33,***,True,True,2.3873333333333333,3,3,1.0,True,0.6666666666666666,-0.6666666666666666,0.7206666666666667,0.7286666666666666,0.7206666666666667,False,0.0,0.6809999999999999,False
M5_旧Mean_topk6,0,299,134,165,初始便意阈值(ml),ALL,298,67.53,60.0,57.0,196.0,126.5,低,0.255,6.221117724147064e-50,1.063811130829148e-47,***,True,True,2.306383399209486,3,3,1.0,True,0.525691699604743,-0.525691699604743,0.780691699604743,0.780691699604743,0.751691699604743,True,0.029000000000000026,1.6000375494071144,True
M5_旧Mean_topk6,0,299,134,165,排便窘迫感阈值(ml),ALL,298,112.06,100.0,93.0,241.0,167.0,低,0.399,5.2471640209168575e-43,8.02816095200279e-41,***,True,True,2.2013952095808382,3,3,1.0,True,0.40119760479041916,-0.40119760479041916,0.8001976047904191,0.9770778443113772,0.8791976047904191,False,0.0,0.8002964071856286,False
M5_旧Mean_topk6,0,299,134,165,肛门括约肌静息压(mmHg),M,134,60.37,59.0,59.0,115.0,87.0,低,0.5,4.825789105772101e-21,4.77753121471438e-19,***,True,True,2.1436781609195403,3,3,1.0,True,0.3218390804597701,-0.3218390804597701,0.8218390804597702,1.428264367816092,0.8218390804597702,False,0.0,0.8327586206896552,False
M5_旧Mean_topk6,1,327,84,242,肛门括约肌长度(cm),M,84,2.04,1.65,3.4,5.9,4.65,低,0.821,3.195555491077047e-15,2.6203555026831784e-13,***,True,True,3.1113225806451617,3,3,1.0,True,0.6451612903225807,-0.6451612903225807,1.4661612903225807,1.4661612903225807,1.1601182795698926,True,0.30604301075268814,2.905284946236559,True
M5_旧Mean_topk6,1,327,84,242,肛门括约肌长度(cm),F,242,1.79,1.5,2.7,5.1,3.9,低,0.818,2.006280584093883e-40,2.708478788526742e-38,***,True,True,3.048769230769231,3,3,1.0,True,0.6153846153846154,-0.6153846153846154,1.4333846153846155,1.4333846153846155,1.1525384615384615,True,0.28084615384615397,2.8309230769230775,True
M5_旧Mean_topk6,1,327,84,242,肛门括约肌静息压(mmHg),M,84,37.36,37.3,59.0,115.0,87.0,低,0.857,1.7102447816903898e-15,1.4708105122537353e-13,***,True,True,2.9995287356321843,3,3,1.0,True,0.571264367816092,-0.571264367816092,1.428264367816092,1.428264367816092,0.8218390804597702,True,0.6064252873563218,3.1488218390804597,True
M5_旧Mean_topk6,1,327,84,242,肛门括约肌静息压(mmHg),F,242,36.97,35.35,47.0,101.0,74.0,低,0.715,1.8133808766035787e-40,2.466197992180867e-38,***,True,True,2.7595945945945943,2,3,0.6666666666666666,False,0.5222972972972972,-0.5222972972972972,1.2372972972972973,1.2372972972972973,0.5105135135135135,True,0.7267837837837838,3.3827297297297294,True
M5_旧Mean_topk6,1,327,84,242,排便窘迫感阈值(ml),ALL,320,104.74,90.0,93.0,241.0,167.0,低,0.516,3.797527805556081e-48,6.303896157223095e-46,***,True,True,2.4381556886227544,3,3,1.0,True,0.46107784431137727,-0.46107784431137727,0.9770778443113772,0.9770778443113772,0.8791976047904191,True,0.09788023952095815,1.9634970059880241,True
M5_旧Mean_topk6,1,327,84,242,RAIR诱发最小容积(ml),ALL,327,17.09,10.0,0.0,30.0,30.0,低,0.046,6.655368785825179e-42,9.71683842730476e-40,***,True,True,2.3793333333333333,3,3,1.0,True,0.6666666666666666,-0.6666666666666666,0.7126666666666667,0.7286666666666666,0.7206666666666667,False,0.0,0.6689999999999999,False
M5_旧Mean_topk6,2,339,152,187,肛门括约肌长度(cm),F,187,2.53,2.3,2.7,5.1,3.9,低,0.599,4.476915842884118e-24,5.193222377745577e-22,***,True,True,2.4195128205128205,3,3,1.0,True,0.4102564102564103,-0.4102564102564103,1.0092564102564103,1.4333846153846155,1.1525384615384615,False,0.0,1.1138846153846154,False
M5_旧Mean_topk6,2,339,152,187,RAIR诱发最小容积(ml),ALL,339,18.05,10.0,0.0,30.0,30.0,低,0.062,5.337716012822368e-36,6.778899336284407e-34,***,True,True,2.3953333333333333,3,3,1.0,True,0.6666666666666666,-0.6666666666666666,0.7286666666666666,0.7286666666666666,0.7206666666666667,True,0.007999999999999896,1.501,True
M5_旧Mean_topk6,2,339,152,187,排便窘迫感阈值(ml),ALL,337,111.36,100.0,93.0,241.0,167.0,低,0.478,3.1787600941697345e-46,5.117803751613272e-44,***,True,True,2.2803952095808384,3,3,1.0,True,0.40119760479041916,-0.40119760479041916,0.8791976047904191,0.9770778443113772,0.8791976047904191,False,0.0,0.9187964071856286,False
M5_旧Mean_topk6,2,339,152,187,初始便意阈值(ml),ALL,338,65.41,60.0,57.0,196.0,126.5,低,0.225,1.8072071254472505e-57,3.4517656096042484e-55,***,True,True,2.276383399209486,3,3,1.0,True,0.525691699604743,-0.525691699604743,0.750691699604743,0.780691699604743,0.751691699604743,False,0.0,0.7260375494071146,False
M5_旧Mean_topk6,2,339,152,187,最大容量感觉阈值(ml),ALL,337,164.81,150.0,155.0,309.0,232.0,低,0.519,7.52491088268939e-43,1.143786454168787e-40,***,True,True,2.225896551724138,3,3,1.0,True,0.35344827586206895,-0.35344827586206895,0.872448275862069,0.9414482758620689,0.872448275862069,False,0.0,0.9086724137931034,False
M5_旧Mean_topk6,2,339,152,187,肛门括约肌长度(cm),M,152,3.16,3.2,3.4,5.9,4.65,低,0.553,2.7634131441640067e-19,2.6528766183974465e-17,***,True,True,2.176655913978495,3,3,1.0,True,0.3118279569892473,-0.3118279569892473,0.8648279569892474,1.4661612903225807,1.1601182795698926,False,0.0,0.8972419354838711,False
