版本,Cluster,Cluster总样本数,Cluster男性样本数,Cluster女性样本数,指标,性别亚组,n,均值,中位数,参考下限,参考上限,参考中心,偏离方向,异常比例,p_raw,p_adj,显著性,显著
M4_旧Attn_topk4,2,350,157,193,缩肛持续时间(s),ALL,350,12.54,13.1,12.2,14.4,13.3,低,0.534,3.918170432263227e-07,2.2725388507126718e-05,***,True
M4_旧Attn_topk4,2,350,157,193,排便时直肠压力(mmHg),ALL,350,51.55,47.75,45.0,inf,45.0,高,0.454,0.0001469407311588594,0.004555162665924642,**,True
M4_旧Attn_topk4,2,350,157,193,RAIR诱发最小容积(ml),ALL,350,18.2,10.0,0.0,30.0,30.0,低,0.066,3.726895201855989e-36,4.770425858375666e-34,***,True
M4_旧Attn_topk4,2,350,157,193,初始感觉阈值(ml),ALL,347,32.82,30.0,0.0,30.0,30.0,等于参考中心,0.21,3.2888143073613316e-06,0.00014141901521653725,***,True
M4_旧Attn_topk4,2,350,157,193,初始便意阈值(ml),ALL,349,65.7,60.0,57.0,196.0,126.5,低,0.218,2.24019780163204e-59,4.301179779133517e-57,***,True
M4_旧Attn_topk4,2,350,157,193,排便窘迫感阈值(ml),ALL,348,111.15,100.0,93.0,241.0,167.0,低,0.489,1.4939895686751243e-47,2.4501428926272038e-45,***,True
M5_旧Mean_topk6,0,299,134,165,肛门括约肌静息压(mmHg),M,134,60.37,59.0,59.0,115.0,87.0,低,0.5,4.825789105772101e-21,4.77753121471438e-19,***,True
M5_旧Mean_topk6,0,299,134,165,肛门括约肌静息压(mmHg),F,165,59.2,58.2,47.0,101.0,74.0,低,0.297,2.3821401930746758e-15,1.977176360251981e-13,***,True
M5_旧Mean_topk6,0,299,134,165,最大缩榨压MSP（mmHg）,M,134,131.15,120.15,91.0,170.0,130.5,低,0.381,0.2169155585589725,1.0,ns,False
M5_旧Mean_topk6,0,299,134,165,最大缩榨压MSP（mmHg）,F,165,97.08,93.4,61.0,140.0,100.5,低,0.255,0.03212826555620341,0.385539186674441,ns,False
M5_旧Mean_topk6,0,299,134,165,最大容量感觉阈值(ml),ALL,293,163.96,160.0,155.0,309.0,232.0,低,0.488,2.733010308613097e-41,3.853544535144467e-39,***,True
M5_旧Mean_topk6,0,299,134,165,肛门括约肌长度(cm),M,134,2.64,2.45,3.4,5.9,4.65,低,0.687,5.302720537377865e-22,5.461802153499201e-20,***,True
M5_旧Mean_topk6,0,299,134,165,肛门括约肌长度(cm),F,165,2.31,2.1,2.7,5.1,3.9,低,0.691,2.2881124099219417e-26,2.699972643707891e-24,***,True
M5_旧Mean_topk6,0,299,134,165,缩肛持续时间(s),ALL,299,12.89,13.3,12.2,14.4,13.3,等于参考中心,0.488,0.015431431196519055,0.20198243686172673,ns,False
M5_旧Mean_topk6,0,299,134,165,排便时直肠压力(mmHg),ALL,299,46.82,43.6,45.0,inf,45.0,低,0.528,0.602432541688709,1.0,ns,False
M5_旧Mean_topk6,0,299,134,165,RAIR诱发最小容积(ml),ALL,299,17.64,10.0,0.0,30.0,30.0,低,0.054,5.289194359458222e-35,6.664384892917359e-33,***,True
M5_旧Mean_topk6,0,299,134,165,初始感觉阈值(ml),ALL,296,35.1,30.0,0.0,30.0,30.0,等于参考中心,0.331,1.420823863802899e-08,9.377437501099134e-07,***,True
M5_旧Mean_topk6,0,299,134,165,初始便意阈值(ml),ALL,298,67.53,60.0,57.0,196.0,126.5,低,0.255,6.221117724147064e-50,1.063811130829148e-47,***,True
M5_旧Mean_topk6,0,299,134,165,排便窘迫感阈值(ml),ALL,298,112.06,100.0,93.0,241.0,167.0,低,0.399,5.247164020916857e-43,8.028160952002791e-41,***,True
M5_旧Mean_topk6,1,327,84,242,肛门括约肌静息压(mmHg),M,84,37.36,37.3,59.0,115.0,87.0,低,0.857,1.7102447816903898e-15,1.4708105122537353e-13,***,True
M5_旧Mean_topk6,1,327,84,242,肛门括约肌静息压(mmHg),F,242,36.97,35.35,47.0,101.0,74.0,低,0.715,1.8133808766035789e-40,2.466197992180867e-38,***,True
M5_旧Mean_topk6,1,327,84,242,最大缩榨压MSP（mmHg）,M,84,92.07,85.15,91.0,170.0,130.5,低,0.643,3.453101969755946e-08,2.1063922015511273e-06,***,True
M5_旧Mean_topk6,1,327,84,242,最大缩榨压MSP（mmHg）,F,242,73.48,70.55,61.0,140.0,100.5,低,0.421,4.5711452664127224e-23,4.93683688772574e-21,***,True
M5_旧Mean_topk6,1,327,84,242,最大容量感觉阈值(ml),ALL,320,151.81,150.0,155.0,309.0,232.0,低,0.588,1.90471449042243e-49,3.2380146337181313e-47,***,True
M5_旧Mean_topk6,1,327,84,242,肛门括约肌长度(cm),M,84,2.04,1.65,3.4,5.9,4.65,低,0.821,3.195555491077047e-15,2.6203555026831784e-13,***,True
M5_旧Mean_topk6,1,327,84,242,肛门括约肌长度(cm),F,242,1.79,1.5,2.7,5.1,3.9,低,0.818,2.006280584093883e-40,2.7084787885267425e-38,***,True
M5_旧Mean_topk6,1,327,84,242,缩肛持续时间(s),ALL,327,12.43,12.7,12.2,14.4,13.3,低,0.612,1.309055120797562e-10,9.425196869742446e-09,***,True
M5_旧Mean_topk6,1,327,84,242,排便时直肠压力(mmHg),ALL,327,42.14,37.1,45.0,inf,45.0,低,0.661,2.8934554697228224e-06,0.0001273120406678042,***,True
M5_旧Mean_topk6,1,327,84,242,RAIR诱发最小容积(ml),ALL,327,17.09,10.0,0.0,30.0,30.0,低,0.046,6.655368785825179e-42,9.716838427304761e-40,***,True
M5_旧Mean_topk6,1,327,84,242,初始感觉阈值(ml),ALL,318,33.4,30.0,0.0,30.0,30.0,等于参考中心,0.236,6.044990919774673e-07,3.2642950966783235e-05,***,True
M5_旧Mean_topk6,1,327,84,242,初始便意阈值(ml),ALL,319,64.55,60.0,57.0,196.0,126.5,低,0.226,1.4662160241203322e-54,2.7418239651050213e-52,***,True
M5_旧Mean_topk6,1,327,84,242,排便窘迫感阈值(ml),ALL,320,104.74,90.0,93.0,241.0,167.0,低,0.516,3.797527805556081e-48,6.3038961572230945e-46,***,True
M5_旧Mean_topk6,2,339,152,187,肛门括约肌静息压(mmHg),M,152,72.71,73.1,59.0,115.0,87.0,低,0.283,3.6899657492115735e-12,2.804373969400796e-10,***,True
M5_旧Mean_topk6,2,339,152,187,肛门括约肌静息压(mmHg),F,187,70.22,69.5,47.0,101.0,74.0,低,0.176,0.004733113406579075,0.08992915472500242,ns,False
M5_旧Mean_topk6,2,339,152,187,最大缩榨压MSP（mmHg）,M,152,147.04,143.05,91.0,170.0,130.5,高,0.368,0.0007936309423518717,0.021428035443500536,*,True
M5_旧Mean_topk6,2,339,152,187,最大缩榨压MSP（mmHg）,F,187,112.83,107.8,61.0,140.0,100.5,高,0.209,2.2336535073447932e-05,0.0008264517977175735,***,True
M5_旧Mean_topk6,2,339,152,187,最大容量感觉阈值(ml),ALL,337,164.81,150.0,155.0,309.0,232.0,低,0.519,7.52491088268939e-43,1.1437864541687872e-40,***,True
M5_旧Mean_topk6,2,339,152,187,肛门括约肌长度(cm),M,152,3.16,3.2,3.4,5.9,4.65,低,0.553,2.7634131441640067e-19,2.6528766183974465e-17,***,True
M5_旧Mean_topk6,2,339,152,187,肛门括约肌长度(cm),F,187,2.53,2.3,2.7,5.1,3.9,低,0.599,4.476915842884118e-24,5.193222377745577e-22,***,True
M5_旧Mean_topk6,2,339,152,187,缩肛持续时间(s),ALL,339,12.56,13.1,12.2,14.4,13.3,低,0.54,1.322056552044648e-06,6.345871449814309e-05,***,True
M5_旧Mean_topk6,2,339,152,187,排便时直肠压力(mmHg),ALL,339,52.02,48.7,45.0,inf,45.0,高,0.442,3.827593852231753e-05,0.001377933786803431,**,True
M5_旧Mean_topk6,2,339,152,187,RAIR诱发最小容积(ml),ALL,339,18.05,10.0,0.0,30.0,30.0,低,0.062,5.337716012822368e-36,6.778899336284407e-34,***,True
M5_旧Mean_topk6,2,339,152,187,初始感觉阈值(ml),ALL,336,32.74,30.0,0.0,30.0,30.0,等于参考中心,0.208,6.877753409912909e-06,0.0002888656432163422,***,True
M5_旧Mean_topk6,2,339,152,187,初始便意阈值(ml),ALL,338,65.41,60.0,57.0,196.0,126.5,低,0.225,1.8072071254472505e-57,3.4517656096042484e-55,***,True
M5_旧Mean_topk6,2,339,152,187,排便窘迫感阈值(ml),ALL,337,111.36,100.0,93.0,241.0,167.0,低,0.478,3.1787600941697345e-46,5.117803751613272e-44,***,True
